-1 1.500000e+02 2.000000e+02 0.000000e+00 0.000000e+00 -1.000000e+02 0.000000e+00 1.000000e+00 
1 1.493661e+02 1.990001e+02 0.000000e+00 1.608824e-03 -1.000010e+02 0.000000e+00 1.000000e+00 
2 1.539008e+02 2.010794e+02 0.000000e+00 -2.747558e-04 -9.999901e+01 0.000000e+00 1.000000e+00 
3 1.523781e+02 1.995312e+02 0.000000e+00 2.574833e-04 -9.999869e+01 0.000000e+00 1.000000e+00 
4 1.491768e+02 2.033100e+02 0.000000e+00 -1.089110e-03 -1.000003e+02 0.000000e+00 1.000000e+00 
5 1.475634e+02 1.964920e+02 0.000000e+00 8.237022e-04 -1.000006e+02 0.000000e+00 1.000000e+00 
6 1.486925e+02 1.987001e+02 0.000000e+00 1.076207e-03 -1.000011e+02 0.000000e+00 1.000000e+00 
7 1.475700e+02 1.991270e+02 0.000000e+00 4.360879e-04 -1.000012e+02 0.000000e+00 1.000000e+00 
8 1.516349e+02 1.964841e+02 0.000000e+00 9.544463e-04 -9.999956e+01 0.000000e+00 1.000000e+00 
9 1.533147e+02 1.990367e+02 0.000000e+00 3.113315e-04 -9.999893e+01 0.000000e+00 1.000000e+00 
10 1.458792e+02 2.009961e+02 0.000000e+00 -2.365107e-04 -1.000010e+02 0.000000e+00 1.000000e+00 
11 1.470779e+02 1.993920e+02 0.000000e+00 2.443941e-04 -1.000012e+02 0.000000e+00 1.000000e+00 
12 1.505143e+02 1.965232e+02 0.000000e+00 1.093686e-03 -9.999984e+01 0.000000e+00 1.000000e+00 
13 1.519145e+02 2.015698e+02 0.000000e+00 -8.352428e-04 -9.999898e+01 0.000000e+00 1.000000e+00 
14 1.470729e+02 2.000077e+02 0.000000e+00 -3.177628e-06 -1.000012e+02 0.000000e+00 1.000000e+00 
15 1.488754e+02 1.992310e+02 0.000000e+00 1.002284e-03 -1.000015e+02 0.000000e+00 1.000000e+00 
16 1.471728e+02 2.007213e+02 0.000000e+00 -2.999582e-04 -1.000012e+02 0.000000e+00 1.000000e+00 
