-1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1 -0.005196 0.781029 0.000000 0.000030 -0.004469 0.000000 
2 0.199232 0.755208 0.000000 -0.001140 -0.004321 0.000000 
3 0.727861 -0.283283 0.000000 -0.004165 0.001621 0.000000 
4 -0.690367 0.365277 0.000000 0.003950 -0.002090 0.000000 
5 -0.619824 0.475237 0.000000 0.003547 -0.002719 0.000000 
6 -0.577899 0.525419 0.000000 0.003307 -0.003006 0.000000 
7 0.089460 0.775906 0.000000 -0.000512 -0.004440 0.000000 
8 -0.761645 -0.173000 0.000000 0.004358 0.000990 0.000000 
9 -0.764104 -0.161795 0.000000 0.004372 0.000926 0.000000 
10 0.508921 -0.592478 0.000000 -0.002912 0.003390 0.000000 
11 0.759309 -0.182976 0.000000 -0.004345 0.001047 0.000000 
12 -0.312074 0.715992 0.000000 0.001786 -0.004097 0.000000 
13 -0.068716 -0.778017 0.000000 0.000393 0.004452 0.000000 
14 -0.440354 -0.645074 0.000000 0.002520 0.003691 0.000000 
15 0.742378 0.242707 0.000000 -0.004248 -0.001389 0.000000 
16 -0.748377 0.223529 0.000000 0.004282 -0.001279 0.000000 
17 0.271291 -0.732417 0.000000 -0.001552 0.004191 0.000000 
18 -0.435842 -0.648132 0.000000 0.002494 0.003709 0.000000 
19 0.295947 -0.722805 0.000000 -0.001693 0.004136 0.000000 
20 0.375744 -0.684725 0.000000 -0.002150 0.003918 0.000000 
21 0.686347 0.372775 0.000000 -0.003927 -0.002133 0.000000 
22 0.220057 0.749405 0.000000 -0.001259 -0.004288 0.000000 
23 -0.331603 -0.707158 0.000000 0.001897 0.004046 0.000000 
24 -0.451556 -0.637285 0.000000 0.002584 0.003647 0.000000 
25 0.772521 -0.115085 0.000000 -0.004420 0.000659 0.000000 
26 0.672091 0.397901 0.000000 -0.003846 -0.002277 0.000000 
27 0.223210 0.748471 0.000000 -0.001277 -0.004283 0.000000 
28 0.090614 0.775771 0.000000 -0.000518 -0.004439 0.000000 
29 0.777911 0.069901 0.000000 -0.004451 -0.000400 0.000000 
30 0.432586 0.650309 0.000000 -0.002475 -0.003721 0.000000 
31 0.778011 0.068790 0.000000 -0.004452 -0.000394 0.000000 
32 -0.222951 -0.748549 0.000000 0.001276 0.004283 0.000000 
33 0.661270 0.415639 0.000000 -0.003784 -0.002378 0.000000 
34 -0.703982 -0.338293 0.000000 0.004028 0.001936 0.000000 
35 0.753185 -0.206750 0.000000 -0.004310 0.001183 0.000000 
36 -0.175595 0.761051 0.000000 0.001005 -0.004355 0.000000 
37 0.483844 0.613130 0.000000 -0.002769 -0.003508 0.000000 
38 0.356235 -0.695074 0.000000 -0.002038 0.003977 0.000000 
39 0.487564 -0.610175 0.000000 -0.002790 0.003491 0.000000 
40 -0.460034 0.631190 0.000000 0.002632 -0.003612 0.000000 
41 -0.019524 0.780802 0.000000 0.000112 -0.004468 0.000000 
42 -0.175647 0.761039 0.000000 0.001005 -0.004355 0.000000 
43 0.364127 -0.690973 0.000000 -0.002084 0.003954 0.000000 
44 -0.740177 -0.249337 0.000000 0.004235 0.001427 0.000000 
45 0.753630 -0.205123 0.000000 -0.004312 0.001174 0.000000 
46 0.777347 0.075918 0.000000 -0.004448 -0.000434 0.000000 
47 0.455993 -0.634116 0.000000 -0.002609 0.003628 0.000000 
48 0.780389 -0.032010 0.000000 -0.004465 0.000183 0.000000 
49 0.388434 0.677608 0.000000 -0.002223 -0.003877 0.000000 
50 -0.666341 -0.407459 0.000000 0.003813 0.002331 0.000000 
51 -0.749115 -0.221041 0.000000 0.004286 0.001265 0.000000 
52 -0.409712 0.664958 0.000000 0.002344 -0.003805 0.000000 
53 -0.530548 0.573193 0.000000 0.003036 -0.003280 0.000000 
54 -0.601206 -0.498582 0.000000 0.003440 0.002853 0.000000 
55 0.780921 -0.013965 0.000000 -0.004468 0.000080 0.000000 
56 -0.700091 0.346274 0.000000 0.004006 -0.001981 0.000000 
57 -0.359897 0.693187 0.000000 0.002059 -0.003966 0.000000 
58 0.769582 0.133328 0.000000 -0.004404 -0.000763 0.000000 
59 0.472854 -0.621644 0.000000 -0.002706 0.003557 0.000000 
60 -0.129452 0.770244 0.000000 0.000741 -0.004407 0.000000 
61 0.500666 0.599471 0.000000 -0.002865 -0.003430 0.000000 
62 0.306493 0.718398 0.000000 -0.001754 -0.004111 0.000000 
63 -0.176782 0.760777 0.000000 0.001012 -0.004353 0.000000 
64 0.423251 -0.656422 0.000000 -0.002422 0.003756 0.000000 
65 0.760351 0.178606 0.000000 -0.004351 -0.001022 0.000000 
66 -0.512844 -0.589087 0.000000 0.002935 0.003371 0.000000 
67 0.747166 -0.227540 0.000000 -0.004275 0.001302 0.000000 
68 0.415898 0.661106 0.000000 -0.002380 -0.003783 0.000000 
69 -0.764618 -0.159344 0.000000 0.004375 0.000912 0.000000 
70 -0.500136 -0.599913 0.000000 0.002862 0.003433 0.000000 
71 -0.318857 -0.712996 0.000000 0.001825 0.004080 0.000000 
72 0.779920 0.041927 0.000000 -0.004463 -0.000240 0.000000 
73 -0.011882 -0.780955 0.000000 0.000068 0.004469 0.000000 
74 0.249432 0.740145 0.000000 -0.001427 -0.004235 0.000000 
75 0.550144 0.554413 0.000000 -0.003148 -0.003172 0.000000 
76 0.743879 -0.238067 0.000000 -0.004256 0.001362 0.000000 
77 -0.769427 -0.134213 0.000000 0.004403 0.000768 0.000000 
78 0.455857 -0.634214 0.000000 -0.002608 0.003629 0.000000 
79 0.505156 -0.595693 0.000000 -0.002891 0.003409 0.000000 
80 -0.701568 0.343270 0.000000 0.004014 -0.001964 0.000000 
81 0.684522 0.376117 0.000000 -0.003917 -0.002152 0.000000 
82 -0.755418 -0.198436 0.000000 0.004323 0.001135 0.000000 
83 0.132641 0.769700 0.000000 -0.000759 -0.004404 0.000000 
84 -0.562820 -0.541539 0.000000 0.003220 0.003099 0.000000 
85 0.408656 -0.665606 0.000000 -0.002338 0.003809 0.000000 
86 0.233945 0.745184 0.000000 -0.001339 -0.004264 0.000000 
87 0.431610 0.650957 0.000000 -0.002470 -0.003725 0.000000 
88 0.550870 0.553693 0.000000 -0.003152 -0.003168 0.000000 
89 0.437563 0.646970 0.000000 -0.002504 -0.003702 0.000000 
90 -0.696387 0.353662 0.000000 0.003985 -0.002024 0.000000 
91 -0.494699 0.604405 0.000000 0.002831 -0.003458 0.000000 
92 0.386744 -0.678573 0.000000 -0.002213 0.003883 0.000000 
93 0.275073 -0.731004 0.000000 -0.001574 0.004183 0.000000 
94 -0.665365 0.409050 0.000000 0.003807 -0.002341 0.000000 
95 -0.725373 -0.289597 0.000000 0.004151 0.001657 0.000000 
96 0.061229 -0.778642 0.000000 -0.000350 0.004455 0.000000 
97 -0.770345 0.128848 0.000000 0.004408 -0.000737 0.000000 
98 -0.781020 -0.006344 0.000000 0.004469 0.000036 0.000000 
99 -0.677830 0.388046 0.000000 0.003879 -0.002220 0.000000 
100 0.104524 0.774021 0.000000 -0.000598 -0.004429 0.000000 
101 0.764054 -0.162033 0.000000 -0.004372 0.000927 0.000000 
102 -0.735987 0.261450 0.000000 0.004211 -0.001496 0.000000 
103 0.686756 0.372021 0.000000 -0.003930 -0.002129 0.000000 
104 -0.414888 -0.661742 0.000000 0.002374 0.003786 0.000000 
105 -0.483522 -0.613384 0.000000 0.002767 0.003510 0.000000 
106 0.686250 -0.372951 0.000000 -0.003927 0.002134 0.000000 
107 0.652532 -0.429225 0.000000 -0.003734 0.002456 0.000000 
108 -0.701844 -0.342705 0.000000 0.004016 0.001961 0.000000 
109 -0.382219 -0.681134 0.000000 0.002187 0.003897 0.000000 
110 -0.780476 0.029847 0.000000 0.004466 -0.000171 0.000000 
111 -0.587457 0.514712 0.000000 0.003361 -0.002945 0.000000 
112 -0.591004 0.510634 0.000000 0.003382 -0.002922 0.000000 
113 -0.107995 -0.773543 0.000000 0.000618 0.004426 0.000000 
114 -0.538397 -0.565827 0.000000 0.003081 0.003238 0.000000 
115 -0.313381 0.715421 0.000000 0.001793 -0.004094 0.000000 
116 0.115018 -0.772532 0.000000 -0.000658 0.004420 0.000000 
117 0.041316 -0.779952 0.000000 -0.000236 0.004463 0.000000 
118 0.672129 -0.397837 0.000000 -0.003846 0.002276 0.000000 
119 -0.779499 -0.049132 0.000000 0.004460 0.000281 0.000000 
120 -0.732136 -0.272047 0.000000 0.004189 0.001557 0.000000 
121 0.349160 -0.698656 0.000000 -0.001998 0.003998 0.000000 
122 0.725467 0.289364 0.000000 -0.004151 -0.001656 0.000000 
123 -0.340279 0.703024 0.000000 0.001947 -0.004023 0.000000 
124 -0.435578 0.648309 0.000000 0.002492 -0.003710 0.000000 
125 -0.347267 -0.699599 0.000000 0.001987 0.004003 0.000000 
126 -0.003705 -0.781037 0.000000 0.000021 0.004469 0.000000 
127 -0.025391 0.780632 0.000000 0.000145 -0.004467 0.000000 
128 -0.595195 -0.505742 0.000000 0.003406 0.002894 0.000000 
129 0.147752 -0.766943 0.000000 -0.000845 0.004388 0.000000 
130 0.739458 -0.251465 0.000000 -0.004231 0.001439 0.000000 
